Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors,Revenue 2018,Revenue 2019,Revenue 2020,Revenue 2021,Revenue 2022,Revenue 2023
Impact Guru,2018,2016.0,Creative Agency,Series A,997731.28,"Mumbai, Maharashtra, India","We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",Unknown,1210450.340227940,1673668.6860292500,1494380.9461951900,1686921.0175281800,1712738.9069137700,2407635.4675458400
MobiKwik,2018,2014.0,Consumer Lending,Series E,1343845.49,"Gurugram, Haryana, India",MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,Unknown,1383257.3974659000,2021115.1325403800,2602473.8412405300,2752365.296017050,2256274.348925760,3124175.155703140
Stones2Milestones,2018,2014.0,E-Learning,Seed,1268021.41,"Gurugram, Haryana, India",Stones2milestones is a Gurgaon Based Learning Company.,Unknown,2095103.0850567600,2012077.5461537000,2381465.2741443700,1933734.4026600000,2731259.81557803,2737578.14755341
Generico,2018,2015.0,Health Care,Series A,803876.18,"Mumbai, Maharashtra, India",Generico is the fastest growing specialized pharmacy retail chain of Generic medicines.,Unknown,1033361.8918541500,1099630.2245510200,1485563.5212593700,1630652.0800858700,1328782.0922048800,1508795.5961160500
Adiuvo Diagnostics,2018,2016.0,Health Diagnostics,Seed,872328.27,"Chennai, Tamil Nadu, India",Adiuvo Diagnostics is a medical diagnostic device company based in India.,Unknown,893588.4496422160,1621951.3689066700,1318065.0113209600,1460447.792273920,1820220.6211037600,1928920.2831838700
DataTrained,2018,2011.0,EdTech,Seed,1200415.36,"Bengaluru, Karnataka, India","DataTrained is a educational platform, which operates an ed-tech startup on data science",Unknown,1478559.7934316400,1963922.6687079200,1924453.5693634200,2145982.2488994800,2311466.7717466100,2187099.007287470
OneAssist,2018,2016.0,Financial Services,Debt Financing,1915839.31,"Mumbai, Maharashtra, India",OneAssist is a protection & assistance services platform.,Unknown,2155643.7525630200,2672411.218931450,3597450.9232312100,3066727.3013762000,4010525.428107750,3973701.34098847
Satin Creditcare Network Limited (SCNL),2018,2012.0,Banking,Post-IPO Debt,1515585.69,"New New Delhi, New Delhi, India",Satin is a non-banking finance company providing individual loans to urban shopkeepers.,Unknown,1705459.1467896800,2607393.2271014700,2540819.113708940,2795593.5960189700,3304037.9112952700,3440185.3363424700
APAC Financial Services,2018,2017.0,Finance,Private Equity,1036898.11,"Mumbai, Maharashtra, India",APAC Financial Services is a financial services platform.,Unknown,1344065.8953922000,1603156.190115590,1646447.6667433900,2052522.1102373300,2034993.941762960,2464535.3346984900
Moglix,2018,2016.0,B2B,Series C,546189.29,"Noida, Uttar Pradesh, India","Moglix is a supplier of industrial tools like hand tools, power tools, electrical, and safety equipment.",Unknown,911115.2587112660,1023473.3973204600,1016214.5717311100,999765.4680508530,901136.7505364550,1086962.2429695900
SEDEMAC Mechatronics,2018,2015.0,Automotive,Venture - Series Unknown,911260.19,"Mumbai, Maharashtra, India",SEDEMAC Mechatronics is technology company that distributes control-intensive products for automobiles.,Unknown,1052049.7619785300,1603660.1962938300,1683130.7475832500,1877370.6473443200,1868256.221444870,2150079.490749450
MadGuy Labs,2018,2015.0,E-Learning,Venture - Series Unknown,688978.41,"Hyderabad, Andhra Pradesh, India",MadGuy Labs is a Online Test-prep Platform.,Unknown,885859.1504664410,924900.8825366480,1335861.8009972300,1396094.8669621700,1294683.8416861500,1652067.110183500
Dee Dee Labs,2018,2014.0,Embedded Systems,Seed,1402382.59,"Pune, Maharashtra, India",Dee Dee Labs is design and development lab with a primary focus on the development of next generation of bionic prostheses.,Unknown,1500312.5118203400,2298253.143909970,2608759.28908688,2512949.7912041800,2513090.0914439800,3088284.754150620
Shop101,2018,2017.0,Apps,Series B,500939.03,"Mumbai, Maharashtra, India",#1 Online Selling App. India’s leading social commerce platform. Setup free online store in 2 min. Sell own goods or resell Shop101 Supply.,Unknown,851341.8851688980,934855.8928456830,795467.703705116,830656.098926657,862167.0088631330,1210438.7662319000
FeedMyPockets,2018,2010.0,Advertising,Seed,1501455.73,"Bengaluru, Karnataka, India",On Demand Staffing Platform,Unknown,2028841.160802190,2105304.0986808200,2630225.8594278400,2707812.5158947700,2826579.486471860,3600855.6526358000
Housejoy,2018,2017.0,Beauty,Series B,798641.81,"Bengaluru, Karnataka, India",Housejoy is a web-based platform that allows individuals to browse and book service providers for their homes.,Unknown,895626.8459086530,1401936.3248104900,1302052.6424029500,1617848.6689755400,1585711.2001248900,1845076.5412365000
Ambee,2018,2012.0,Health Care,Angel,1759681.55,"Bengaluru, Karnataka, India",Ambee is an Environment analytics startup.,Unknown,1869195.7808111500,3235263.7202056500,2949924.567796290,3647502.2972891300,3377092.543319710,3191808.8470574300
FoodBuddy,2018,2017.0,Food Delivery,Seed,1081475.22,"Belgaum, Karnataka, India","FoodBuddy is a online food delivery portal, providing boundary breaking delivery.",Unknown,1188703.9558382500,2047039.3391929700,1891139.4377734100,1805829.7875835500,2149137.294022160,2466503.521626680
Olly Smart Credit Card,2018,2017.0,Credit Cards,Seed,578107.6,"New New Delhi, New Delhi, India",Olly is a digital credit card for India's working masses and young people.,Unknown,893808.5377068390,765884.5428657170,900033.8785205570,1011426.6421096000,1043171.5396109200,1420552.9167579800
Zestl,2018,2017.0,Software,Seed,1534217.19,"Pune, Maharashtra, India","No-Code Workflow Automation. Build enterprise applications in days with AI, Cognitive Automation, Collaboration and more built in.",Unknown,2192504.122935400,1998573.885250320,2697555.3779100500,2422293.913553160,3257376.555249220,3158922.6328706300
BYJU’S,2018,2013.0,EdTech,Private Equity,1905465.34,"Bengaluru, Karnataka, India",BYJU’s is an edtech company that is reinventing how students learn through its learning app.,Unknown,2800114.5219214,3524402.1863193700,2694110.658860910,3771205.4979778700,3885204.7400033800,3832752.4571551200
Hero Electric,2018,2013.0,Manufacturing,Venture - Series Unknown,1952614.94,"New New Delhi, New Delhi, India","Hero Electric, a 100% subsidiary of the Hero Group, is a pioneer in the Indian Electric Vehicle Industry.",Unknown,2388779.8313631900,2956947.8169381100,2956015.5736685700,4073303.249090070,3660440.8393635800,4365931.593985310
Pentation Analytics,2018,2015.0,Information Services,Seed,857249.63,"Mumbai, Maharashtra, India",Pentation as an Insurtech enables insurers and intermediaries with our Insurance Analytics Suite- an Insurance specific AI/ML Software Suite,Unknown,1254942.7009458500,1292999.596312900,1356842.939804410,1369257.9518116900,1522586.7734869500,1794952.7455161100
PerkFinance,2018,2016.0,Consumer Lending,Seed,987268.16,"Bengaluru, Karnataka, India",PerkFinance partners with employers to provide affordable loans to their employees at no cost to the company,Unknown,1393806.1700034800,1530221.2826155000,1760723.7224528800,1584660.125511440,1908390.7774026000,2072490.1668959600
Roposo,2018,2015.0,Internet,Series C,1136632.3,"Gurugram, Haryana, India",Roposo - TV by the People is a unique social media platform where people express visually with homemade videos and photos.,Unknown,1323810.6961965400,1884498.6647677300,1929710.9949481300,1856541.0431417600,2260624.4452774700,2368193.3820587400
Plum Goodness,2018,2017.0,Beauty,Series A,1207010.02,"Thane, Maharashtra, India",Plum Haircare Is Silicone-Free & Sulphate-Free. Designed For Damaged & Dandruff-Free Hair,Unknown,1279538.4726003800,2158400.5426835400,2009224.651090500,1826055.4335676500,2447754.566817000,2416206.9518388300
Drstore,2018,2008.0,Hospital,Seed,822681.27,"Mumbai, Maharashtra, India",Drstore is a exclusive e- commerce platform.,Unknown,1320409.130377670,1543737.8580667000,1429868.461838090,1503957.597152810,1705086.234113810,1581912.589614290
Wow Venue,2018,2015.0,Events,Venture - Series Unknown,1769962.63,"Mumbai, Maharashtra, India",Wow Venue is an online platform.,Unknown,2961733.395081740,3319759.913365280,3316492.0455297500,3084315.018980830,3692425.386330110,4012321.7919628800
Chizel,2018,2014.0,3D Printing,Seed,1370177.05,"Pune, Maharashtra, India",Chizel is a worlds most advanced cloud platform for on-demand manufacturing in 3D Printing and CNC Machining,Unknown,1516315.6316342,2575638.3965763600,2521627.1832243100,2355676.6559321300,2895136.5122944000,2595550.0077497700
OTO Capital,2018,2015.0,Automotive,Seed,716938.36,"Mumbai, Maharashtra, India",OTO Capital is a platform that allows you to own a car faster than ever.,Unknown,1179008.8455428600,1125554.9279863600,1304825.3915768500,1106808.8133789800,1404350.091195240,1701143.7758762000
Khabri,2018,2017.0,Apps,Seed,1489023.54,"Haryana, Haryana, India",Khabri is a digital audio platform for content in vernacular.,Unknown,1569741.6677036400,2468032.7384392300,2507965.534205070,2572136.541944550,3136226.2458014500,2837252.4470458800
MyNewCar.in,2018,2019.0,Automotive,Venture - Series Unknown,1610519.71,"Gurugram, Haryana, India",MyNewCar.in offers new cars at best price with great deals. Book a new car online or request a doorstep test drive,Unknown,1763168.3836400100,2629129.169702440,3184438.5982906100,2712871.6709274000,2587878.04557276,3202484.597330400
PlanetSpark,2018,2010.0,E-Learning,Seed,1900245.93,"Gurugram, Haryana, India",PlanetSpark is an after-school Maths and English learning program for pre teen kids between Grades 2nd to 7th.,Unknown,3199846.99401797,3599834.2602860800,2754565.123686130,3614216.8138804700,3536496.6789158300,3658581.298115830
WheelsEMI,2018,2013.0,—,Series B,607283.95,"Pune, Maharashtra, India","WheelsEMI is the brand name of NBFC, WheelsEMI Pvt. Ltd.",Unknown,881931.8582477510,1045259.5539735200,1120954.8160416400,1073899.3585760600,1257870.503986950,1114113.1491088700
Forum for Innovation Incubation Research and Entrepreneurship,2018,2017.0,Funding Platform,Grant,697071.35,"Margão, Goa, India","FiiRE, a technology business incubator helps the startup process to move from the garage to the lab.",Unknown,710038.812945941,1281502.5496116500,995854.7347602250,1127896.5085426000,1419881.1701483300,1700481.7316145400
OYO,2018,2017.0,Hospitality,Series E,1713080.62,"Gurugram, Haryana, India",OYO is an Indian hospitality startup that operates a network of budget hotels.,Unknown,2819506.186815960,2538764.191147750,3224702.1671230500,3038832.819175310,3287723.3610682000,3772274.65422465
Quikr,2018,2017.0,Classifieds,Debt Financing,557081.74,"Bengaluru, Karnataka, India","Quikr is a free classifieds and online marketplace that helps users sell, buy, rent, or discover anything across India.",Unknown,689260.027753961,916627.6978655340,937570.0515696280,1158026.6843659500,1181308.533533820,1284931.884263390
Tabono,2018,2013.0,Sports,Seed,904156.07,"Gurugram, Haryana, India",Tabono is a one stop environment for all your fitness solution.,Unknown,918006.5641635940,1700552.5145131800,1794756.0237923100,1559248.947051540,1710236.2089990300,1686177.4923610100
LearnApp,2018,2016.0,Banking,Seed,1918907.0,"Noida, Uttar Pradesh, India","Learnapp.co - Video courses & live classes in investing, trading, banking and finance.",Unknown,2689318.551415060,3323199.9399475800,2957524.6336486300,3012938.167511730,3912079.055586160,3464599.939764040
Fric Bergen,2018,2017.0,—,Venture - Series Unknown,782317.56,"Alwar, Rajasthan, India",Fric Bergen is a leader in the specialty food industry.,Unknown,1087156.3228390400,1343450.1121232700,1564194.2856101400,1616750.9720527500,1503242.212143120,1638046.5437149300
Articbot,2018,2019.0,Artificial Intelligence,Grant,1028679.87,"Kannur, Kerala, India",Articbot is a conversational AI platform for automated customer support and lead generation,Unknown,1085687.2360071200,1560772.3421557400,1820884.696640200,1555364.0703453300,1808055.192188920,2363027.5622042900
BuildSupply,2018,2019.0,Enterprise Resource Planning (ERP),Series A,1506478.53,"Gurugram, Haryana, India",India’s most advanced ERP system for the real estate,Unknown,2542240.7927345100,2449598.8095410100,2633719.1381859400,2982570.1604555500,2743565.4082279800,3445730.7619002600
Fusion Microfinance,2018,2018.0,Banking,Series E,1748406.82,"New New Delhi, New Delhi, India",Fusion Microfinance Pvt. Ltd. is an NBFC registered with RBI,Unknown,2735581.503359820,2958375.373801910,3337344.975019850,3561475.971436500,3536851.288490100,4142625.648798630
Any time Doctor,2018,2020.0,Software,Angel,772181.4,"Chennai, Tamil Nadu, India",Anytime Doctor is a Software company.,Unknown,1115990.9202629000,1027418.5639812400,1219493.098335100,1479785.3347098200,1487347.955760950,1741828.3852386800
Go Payments,2018,2016.0,Information Services,Corporate Round,1770820.89,"Mumbai, Maharashtra, India",Go Payments was founded with the mission of assisting consumers with performing a whole host of financial services at their doorstep.,Unknown,2638905.5117942400,2848756.0616593600,3282453.8178666100,2826130.2562159900,3183782.9382953700,3659218.553492050
Guiddoo World,2018,2019.0,Audio,Seed,1990164.37,"Mumbai, Maharashtra, India",We build In-Destination Experiences!,Unknown,2025577.4317488400,2624185.7576825900,3348589.1343883400,3980836.146766160,3593882.6584073700,3978751.169917510
ION Energy,2018,2008.0,Energy,Venture - Series Unknown,747325.24,"Mumbai, Maharashtra, India",A stealth startup building a layer of infrastructure for highly efficient energy storage systems.,Unknown,898862.8333298650,1390642.0868242500,1087434.1694301500,1209057.8257735900,1327441.7774694600,1419047.57888458
UnoTag,2018,2018.0,Artificial Intelligence,Pre-Seed,1884684.23,"Bengaluru, Karnataka, India",SaaS to verify counterfeit,Unknown,2634078.737968240,3087892.0219248500,3665793.0044955400,3310750.3615232700,3157630.6000919800,4607187.173610950
CivilCops,2018,2015.0,Government,Pre-Seed,949434.04,"Gurugram, Haryana, India",Gov-Tech,Unknown,1030341.3440061100,1784183.0592765000,1838824.2470835600,1477349.4311002900,2071835.0374613600,2234409.013913310
Rockmetric,2018,2017.0,Information Technology,Grant,1888918.52,"Mumbai, Maharashtra, India","Smarter analytics to understand how each customer uses your product. Drive growth in conversion, retention and engagement.",Unknown,3042248.548232900,3022397.46232449,2681865.290443760,2949904.918632300,3969812.643793180,3570153.625036080
Classworks India,2018,2016.0,Education,Undisclosed,844571.16,"Chennai, Tamil Nadu, India","Saas, Web App, Mobile App, School Education",Unknown,1287630.232806130,1457757.6630932200,1302232.3631131000,1311695.017543060,1778475.5348029600,1740400.9763525100
Snapmint,2018,2017.0,Consumer Lending,Seed,746501.68,"Mumbai, Maharashtra, India","Snapmint facilitates simplified, fairly-priced and hassle-free EMI options without a Credit Card.",Unknown,1224065.6869100400,1052668.727474030,1327898.9969959300,1428450.6098523300,1355766.8786906600,1545532.7757656400
